12434	45	42	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 83, \\"event\\": 1957}}", "value": "57", "caption": "эмиссар [-☀-] Годлав"}
12278	45	25	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 8, \\"event\\": 1912}}", "value": "57", "caption": "эмиссар [-☀-] Тургилс"}
11878	45	39	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 137, \\"event\\": 1807}}", "value": "4", "caption": "эмиссар [​ϟ] Милослава"}
354619	4	44	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 105, \\"event\\": 23898}}", "value": "196", "caption": "эмиссар [TN] Велимир"}
353906	4	68	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 713, \\"event\\": 23762}}", "value": "158", "caption": "эмиссар [☬Ҝ☬] Кун-Жут"}
354268	4	47	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 146, \\"event\\": 23818}}", "value": "305", "caption": "эмиссар [ARS] Акакий Акакиевич"}
11873	45	6	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 24, \\"event\\": 1800}}", "value": "5", "caption": "эмиссар [ОРДА] Гурбан"}
14052	45	7	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 125, \\"event\\": 2336}}", "value": "5", "caption": "эмиссар [ОРДА] Ердене"}
12901	45	3	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 374, \\"event\\": 2098}}", "value": "4", "caption": "эмиссар [​ϟ] Ён-Су"}
11888	45	35	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 266, \\"event\\": 1812}}", "value": "399", "caption": "эмиссар [ARS] Афсальашк"}
354269	33	47	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 146, \\"event\\": 23819}}", "value": "0.2988", "caption": "эмиссар [ARS] Акакий Акакиевич"}
355817	36	65	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 1661, \\"event\\": 23865}}", "value": "919", "caption": "эмиссар [РыК] Рыцарь-Страж Фрейстейнн"}
12255	45	10	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 41, \\"event\\": 1906}}", "value": "666", "caption": "эмиссар [TN] Дарен"}
355807	37	33	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 511, \\"event\\": 23888}}", "value": "164", "caption": "эмиссар [🏔🏜] Райдон"}
12470	45	11	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 77, \\"event\\": 1967}}", "value": "666", "caption": "эмиссар [TN] Лебедь"}
264266	45	55	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 200, \\"event\\": 17983}}", "value": "399", "caption": "эмиссар [ARS] Аллаэитэн"}
14753	45	1	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 435, \\"event\\": 2432}}", "value": "5", "caption": "эмиссар [ОРДА] Тогхрул"}
29565	45	33	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 543, \\"event\\": 4128}}", "value": "164", "caption": "эмиссар [█🏜█] Гуюк"}
12475	45	2	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 307, \\"event\\": 1970}}", "value": "666", "caption": "эмиссар [TN] Невзор"}
13815	45	4	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 214, \\"event\\": 2301}}", "value": "5", "caption": "эмиссар [ОРДА] Арбан"}
354291	45	67	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 1821, \\"event\\": 23767}}", "value": "787", "caption": "эмиссар [ᎪᏒᏚ] Сеслав"}
354329	4	21	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 760, \\"event\\": 23835}}", "value": "305", "caption": "эмиссар [ARS] Вигибьёрд"}
12539	45	22	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 85, \\"event\\": 2007}}", "value": "4", "caption": "эмиссар [​ϟ] Хюн-Ги"}
354615	45	29	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 131, \\"event\\": 23809}}", "value": "57", "caption": "эмиссар [-☀-] Святогор"}
355357	37	25	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 1587, \\"event\\": 24007}}", "value": "1448", "caption": "эмиссар [​⚔] Ттрорахд"}
354044	4	34	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 267, \\"event\\": 23775}}", "value": "158", "caption": "эмиссар [HARP] Касмир"}
23920	45	49	{"data": "{\\"delta\\": null, \\"info\\": {\\"source\\": \\"emissaries_events\\", \\"emissary\\": 542, \\"event\\": 3515}}", "value": "4", "caption": "эмиссар [​ϟ] Хюн-Силь"}
